,selling_price,new-price,year,km_driven,mileage
2343,400000,1968000,2012,70000,14.0
2344,450000,665000,2016,54000,23.1
2345,750000,1101000,2019,8700,21.4
2346,409999,972000,2015,66000,25.83
2347,470000,944000,2016,67000,16.1
2348,610000,1101000,2016,49726,21.01
2349,450000,1262000,2014,100000,22.54
2350,625000,722000,2019,11000,18.9
2351,350000,737000,2014,57723,20.36
2352,500000,1284000,2017,35000,22.54
2353,750000,1280000,2018,104000,22.54
2354,549000,1000000,2016,80000,25.83
2355,560000,1085000,2014,70000,15.96
2356,300000,748000,2011,50000,20.36
2357,585000,1383000,2017,32000,18.6
2358,411000,717000,2015,22000,20.51
2359,448000,653000,2019,10000,24.04
2360,1575000,2082000,2019,23000,19.67
2361,420000,827000,2017,43000,20.89
2362,790000,1320000,2019,58000,17.0
2363,1040000,2073999,2017,66000,19.67
2364,280000,486000,2013,50418,22.74
2365,500000,972000,2016,21200,25.83
2366,921000,2045000,2016,52500,21.38
2367,1170000,2307000,2015,50000,16.0
2368,275000,981000,2010,67000,20.0
2369,300000,470000,2017,54938,24.7
2370,1195000,2125000,2017,54000,17.01
2371,480000,1034000,2015,72658,15.96
2372,1000000,2082000,2015,72248,19.67
2373,880000,1826000,2017,50000,22.32
2374,600000,1024000,2015,16500,20.85
2375,490000,1130000,2015,40876,16.6
2376,265000,966000,2010,93000,20.0
2377,290000,1304000,2013,105000,18.5
2378,780000,913000,2019,8600,19.0
2379,475000,1347000,2013,47000,17.0
2380,330000,1085000,2011,361446,13.6
2381,450000,725000,2014,18000,18.9
2382,875000,1500000,2018,14000,21.5
2383,300000,701000,2015,60000,20.51
2384,600000,818000,2017,32700,18.16
2385,950000,1601000,2018,35000,17.0
2386,750000,1229000,2018,50000,22.54
2387,250000,486000,2014,35000,22.74
2388,509999,1284000,2013,63786,21.9
2389,500000,1764000,2010,48000,17.0
2390,470000,720000,2019,10290,20.3
2391,600000,808000,2018,8000,19.83
2392,445000,653000,2018,9000,23.01
2393,625000,1372000,2014,102719,22.7
2394,1100000,1382000,2019,25000,23.7
2395,295000,1811000,2010,88126,16.8
2396,1250000,1764000,2020,4386,17.4
2397,1060000,1343000,2019,14000,18.15
2398,484999,1347000,2013,38000,20.35
2399,1898999,179000,2010,84000,13.5
2400,844999,1830000,2017,40667,25.0
2401,850000,2336000,2013,90000,15.1
2402,535000,738000,2018,21585,18.9
2403,550000,1682000,2013,80400,16.8
2404,459999,1183000,2015,69000,24.7
2405,625000,748000,2018,20000,18.9
2406,445000,1295000,2013,70000,21.9
2407,530000,1383000,2015,65922,18.6
2408,350000,1579000,2012,93000,15.0
2409,150000,1055000,2003,90000,13.6
2410,1275000,2082000,2016,62000,17.01
2411,355000,492000,2016,55000,15.37
2412,350000,613000,2018,40000,22.5
2413,585000,1289000,2018,20600,18.6
2414,690000,1367000,2015,73389,22.7
2415,850000,1763000,2016,50000,26.0
2416,120000,736000,2005,50000,0.0
2417,590000,790000,2019,5000,23.84
2418,390000,720000,2015,80000,19.0
2419,950000,1764000,2017,37000,17.8
2420,1245000,2082000,2016,88000,17.01
2421,365000,748000,2011,78000,16.95
2422,225000,449000,2016,52000,22.74
2423,595000,1044999,2015,62000,20.85
2424,511000,738000,2017,28000,18.9
2425,310000,467000,2018,15000,24.7
2426,250000,457000,2016,70000,22.74
2427,155000,925000,2010,64857,20.0
2428,500000,877000,2016,40000,18.16
2429,229999,737000,2009,59740,20.36
2430,1800000,2913000,2018,135000,11.36
2431,850000,1521000,2018,90000,21.5
2432,975000,1764000,2018,40000,22.0
2433,470000,665000,2017,32388,21.63
2434,252000,613000,2016,50000,25.17
2435,229999,1811000,2008,110000,18.1
2436,1789999,2109000,2019,5400,16.8
2437,250000,972000,2013,120000,20.0
2438,425000,613000,2020,1001,23.0
2439,660000,1284000,2015,64000,22.54
2440,630000,1347000,2019,20000,18.6
2441,750000,998000,2019,8345,19.0
2442,643000,748000,2017,37903,18.9
2443,400000,1313000,2013,30000,21.9
2444,153000,1703000,2012,15000,18.06
2445,600000,748000,2016,21689,18.9
2446,540000,792000,2019,20000,23.84
2447,625000,1284000,2015,72000,22.54
2448,1075000,1686000,2019,20000,17.4
2449,550000,1847000,2015,115958,22.32
2450,360000,972000,2015,120000,20.0
2451,434999,1280000,2013,62000,21.9
2452,495000,924000,2017,21000,20.4
2453,350000,1085000,2009,15000,13.6
2454,750000,2337000,2014,110000,15.1
2455,687000,1101000,2016,23243,21.4
2456,969999,1748000,2018,8600,17.4
2457,430000,648000,2018,8000,24.04
2458,1050000,1764000,2018,25000,17.4
2459,459000,1673000,2011,41600,16.2
2460,1500000,2473000,2019,20000,17.0
2461,290000,457000,2017,35000,24.7
2462,370000,715000,2015,62400,18.9
2463,311000,486000,2017,21444,24.7
2464,900000,2338000,2014,65436,15.1
2465,445000,725000,2017,14000,21.5
2466,850000,1119000,2017,20000,17.5
2467,520000,736000,2020,1780,20.3
2468,690000,1034000,2018,11000,17.8
2469,450000,1300000,2016,73575,18.6
2470,650000,1198000,2018,40000,17.5
2471,940000,1748000,2018,25000,18.0
2472,651000,1085000,2013,59000,15.96
2473,725000,2294000,2014,150000,15.1
2474,1120000,1579000,2017,10000,14.3
2475,530000,1284000,2014,75000,22.54
2476,465000,1284000,2012,72200,21.9
2477,800000,2336000,2015,70000,15.1
2478,680000,1380000,2017,120000,22.77
2479,400000,715000,2015,20365,20.51
2480,615000,1007000,2019,20000,19.5
2481,484999,1148000,2014,36001,25.8
2482,900000,1320000,2018,25000,25.5
2483,700000,955000,2019,67000,0.0
2484,700000,1356000,2017,45400,18.88
2485,700000,1707000,2016,65000,17.8
2486,1200000,1968000,2019,40000,16.36
2487,990000,1991000,2016,48000,15.4
2488,430000,748000,2016,100000,18.9
2489,690000,1009000,2017,24000,25.83
2490,470000,737000,2014,15408,18.9
2491,585000,1155000,2015,39800,18.7
2492,322000,576000,2017,45138,22.5
2493,1100000,2012000,2017,63000,21.38
2494,430000,1024000,2013,56000,19.1
2495,560000,748000,2017,19000,18.9
2496,725000,1229000,2019,40000,22.54
2497,520000,791000,2018,42000,23.84
2498,1200000,1588000,2018,45906,17.3
2499,570000,1300000,2017,39000,18.6
2500,750000,1326000,2018,30000,17.0
2501,550000,1022000,2016,29456,17.5
2502,825000,1132000,2018,33000,17.5
2503,300000,1085000,2006,120000,13.6
2504,580000,843000,2018,25000,20.89
2505,380000,716000,2017,50000,20.51
2506,219000,645000,2008,105379,26.6
2507,420000,1229000,2013,50000,21.9
2508,375000,1682000,2010,115000,17.0
2509,675000,1798000,2015,80000,26.0
2510,630000,1614999,2014,80000,17.1
2511,1800000,2913000,2016,60000,11.36
2512,540000,737000,2018,36000,18.9
2513,1150000,2073999,2019,51000,21.38
2514,335000,628000,2015,19000,20.71
2515,680000,1019000,2020,10000,18.6
2516,675000,1793000,2015,83000,26.0
2517,300000,2141000,2008,150000,11.57
2518,787000,1763000,2015,120000,25.1
2519,700000,1044999,2019,11000,22.0
2520,695000,1048000,2019,16780,21.01
2521,500000,1167000,2016,62156,25.8
2522,850000,1614999,2018,30000,17.0
2523,600000,1284000,2014,75000,23.0
2524,400000,725000,2015,17205,20.51
2525,285000,735000,2012,83000,18.9
2526,351000,701000,2014,50000,20.51
2527,509999,683000,2018,10000,21.63
2528,600000,1047000,2016,60150,21.01
2529,190000,1055000,2007,120000,13.6
2530,500000,1320000,2014,40000,15.8
2531,509999,722000,2017,35000,18.9
2532,540000,1280000,2014,64000,22.54
2533,360000,1764000,2012,100000,22.32
2534,461000,665000,2015,23121,23.1
2535,420000,1686000,2013,52438,16.9
2536,525000,720000,2017,120000,19.0
2537,249000,1022000,2009,38000,17.5
2538,312000,486000,2017,23701,24.7
2539,832000,1284000,2018,53861,23.0
2540,250000,1811000,2008,85753,18.1
2541,578000,748000,2017,31734,18.9
2542,1150000,2088000,2017,41275,13.0
2543,550000,576000,2020,4500,21.7
2544,1042000,1811000,2019,19000,17.8
2545,370000,642000,2018,29000,23.01
2546,1080000,1742000,2019,12000,25.6
2547,375000,717000,2015,38700,18.9
2548,919999,1369000,2019,10700,17.0
2549,675000,1682000,2015,84000,17.4
2550,290000,518000,2012,72422,15.37
2551,1600000,2341000,2018,23000,15.1
2552,219000,717000,2009,48001,18.9
2553,900000,1526000,2017,35000,21.5
2554,585000,1304000,2016,50000,18.6
2555,610000,1295000,2016,70000,22.54
2556,250000,716000,2013,35000,18.9
2557,495000,1130000,2015,40569,18.7
2558,800000,1994000,2019,90000,15.4
2559,1050000,2073999,2016,110000,17.01
2560,310000,652000,2016,32736,23.01
2561,675000,1682000,2014,35001,17.4
2562,360000,518000,2018,59000,15.37
2563,375000,748000,2010,56000,20.36
2564,350000,620000,2017,60000,23.01
2565,180000,457000,2013,180000,22.74
2566,385000,1347000,2010,49011,17.0
2567,450000,981000,2014,48000,20.0
2568,178000,735000,2009,113343,18.9
2569,335000,673000,2014,49000,23.1
2570,645000,1304000,2016,63669,18.6
2571,350000,1055000,2010,199900,13.6
2572,875000,1794000,2017,38860,16.55
2573,775000,1383000,2018,8000,18.6
2574,300000,748000,2014,90000,18.9
2575,525000,802000,2019,31000,18.16
2576,565000,1155000,2016,84000,18.2
2577,450000,1830000,2012,76800,22.32
2578,1025000,2045000,2017,48001,21.38
2579,275000,959000,2010,68176,20.0
2580,500000,1289000,2016,40000,18.6
2581,280000,981000,2010,51060,20.0
2582,1100000,1957999,2018,20000,19.67
2583,975000,1224000,2019,32000,18.69
2584,400000,701000,2016,10000,20.51
2585,600000,2341000,2012,87500,15.1
2586,760000,1284000,2017,70000,25.5
2587,399000,1284000,2011,111000,23.0
2588,300000,1347000,2009,11638,20.35
2589,500000,735000,2019,9605,20.52
2590,345000,653000,2016,58000,23.01
2591,450000,855000,2018,22000,18.15
2592,950000,1645000,2020,20000,17.3
2593,998000,2028000,2018,70000,22.1
2594,890000,1046000,2020,30000,19.56
2595,350000,1113000,2016,146000,18.78
2596,580000,943000,2017,40000,24.29
2597,550000,736000,2016,30000,18.9
2598,1300000,1701000,2018,30000,17.8
2599,1090000,1714000,2017,28000,17.0
2600,250000,1055000,2007,110000,13.6
2601,750000,1320000,2015,27000,15.63
2602,450000,1007000,2015,40000,18.0
2603,540000,1304000,2015,27452,18.6
2604,310000,486000,2015,18604,22.74
2605,725000,1686000,2015,36000,18.06
2606,550000,952999,2015,87020,21.21
2607,500000,1952000,2010,95000,11.79
2608,350000,1300000,2010,72240,17.0
2609,530000,1038000,2017,90000,25.83
2610,499000,1284000,2014,75000,22.54
2611,311000,1119000,2012,72000,16.47
2612,1600000,2911000,2016,100000,13.68
2613,750000,1024000,2018,18000,21.21
2614,350000,511000,2016,15000,15.37
2615,459999,1266000,2014,40000,18.6
2616,450000,1968000,2012,212000,11.79
2617,330000,1034000,2011,95000,13.6
2618,370000,512000,2019,25000,15.37
2619,400000,1025000,2013,105000,19.1
2620,280000,941000,2012,90000,20.0
2621,450000,906000,2015,50000,20.4
2622,725000,1155000,2016,46858,19.0
2623,265000,2141000,2009,80000,13.93
2624,600000,1307000,2015,67300,15.85
2625,765000,1040000,2018,48000,21.21
2626,525000,1779000,2012,57400,16.8
2627,500000,952999,2016,90000,20.4
2628,260000,1044999,2010,35966,17.5
2629,254999,470000,2014,45075,22.74
2630,330000,646000,2018,7300,25.17
2631,1050000,2438000,2016,80000,16.0
2632,1550000,2838000,2016,46000,11.36
2633,295000,454000,2016,15000,22.74
2634,900000,1968000,2017,58446,15.4
2635,835000,1830000,2017,41000,23.9
2636,425000,569000,2018,20000,22.7
2637,869999,1034000,2019,35000,15.96
2638,425000,725000,2016,48000,18.9
2639,450000,1229000,2014,60000,22.54
2640,114999,1048000,2006,55000,15.4
2641,370000,944000,2014,70000,18.6
2642,700000,1811000,2014,100000,24.8
2643,550000,1048000,2017,110000,21.4
2644,1200000,2379000,2018,120000,12.4
2645,1100000,2294000,2015,35000,15.1
2646,600000,1085000,2016,120000,15.96
2647,210000,715000,2009,85281,18.9
2648,835000,1394000,2017,39000,22.77
2649,650000,1748000,2015,62000,17.8
2650,665000,1040000,2016,41000,20.85
2651,520000,2009000,2010,102272,12.05
2652,295000,470000,2016,62000,22.74
2653,1475000,2294000,2020,2200,15.1
2654,690000,916000,2020,14000,20.7
2655,550000,1779000,2012,60002,16.2
2656,560000,748000,2016,21986,18.9
2657,515000,748000,2015,23787,18.9
2658,725000,1769000,2016,129000,17.8
2659,850000,1686000,2016,28000,18.0
2660,600000,1811000,2014,45354,22.32
2661,869999,1686000,2017,20000,16.55
2662,894999,1764000,2015,78000,18.0
2663,350000,653000,2018,30000,25.17
2664,1625000,2913000,2016,125000,13.68
2665,690000,1304000,2017,57000,18.6
2666,595000,819000,2016,35000,18.16
2667,750000,1155000,2018,32000,19.0
2668,640000,1748000,2015,75129,17.4
2669,785000,1772000,2016,66000,26.0
2670,625000,1300000,2016,27965,18.6
2671,630000,844999,2019,8664,20.89
2672,409999,792000,2018,30000,19.83
2673,550000,1142000,2016,43000,16.47
2674,685000,1048000,2019,5800,21.01
2675,625000,1229000,2015,90000,22.54
2676,450000,628000,2020,1200,22.0
2677,1019999,2106000,2015,120000,15.4
2678,985000,2338000,2015,79304,16.0
2679,1375000,2438000,2017,62000,16.0
2680,409999,722000,2017,40000,17.0
2681,260000,556000,2017,40000,22.5
2682,750000,1132000,2018,22000,17.5
2683,1000000,1779000,2017,10000,23.9
2684,550000,1714000,2011,8000,17.01
2685,260000,486000,2013,71239,22.74
2686,650000,1347000,2018,32000,18.6
2687,350000,2141000,2010,150000,13.93
2688,300000,449000,2020,5000,22.05
2689,350000,643000,2018,40000,23.1
2690,450000,936999,2015,40000,20.0
2691,625000,843000,2018,19000,20.89
2692,450000,892000,2016,50000,25.83
2693,450000,1742000,2014,80000,26.0
2694,1170000,2082000,2016,45000,17.01
2695,250000,737000,2010,54886,20.36
2696,900000,1133000,2018,17000,17.5
2697,509999,737000,2017,49000,18.9
2698,599000,1101000,2016,59434,21.01
2699,450000,1313000,2012,76950,21.9
2700,315000,725000,2011,35000,18.9
2701,550000,1811000,2013,79345,22.32
2702,690000,1044999,2018,12400,21.21
2703,550000,1742000,2014,65000,26.0
2704,575000,1142000,2014,65321,17.21
2705,1250000,2082000,2018,58363,21.38
2706,515000,1148000,2015,61000,25.8
2707,280000,467000,2016,40000,22.74
2708,480000,1183000,2015,70000,25.8
2709,1500000,2338000,2016,59000,16.0
2710,650000,1019000,2018,25000,17.8
2711,334000,637000,2016,62454,19.0
2712,810000,1952000,2017,50000,15.4
2713,899000,2088000,2017,71000,15.29
2714,750000,1347000,2018,86516,18.6
2715,600000,2009000,2012,94181,12.05
2716,1150000,1632000,2019,12000,17.0
2717,445000,1779000,2011,74000,22.32
2718,1450000,1939999,2017,55000,16.36
2719,250000,725000,2009,69000,21.79
2720,490000,2548000,2009,81000,12.9
2721,625000,1304000,2017,33200,18.6
2722,1100000,1413000,2018,29100,21.7
2723,300000,1085000,2009,120000,13.6
2724,1199000,2082000,2016,27000,19.67
2725,540000,2274000,2013,54278,15.1
2726,650000,1748000,2016,80000,17.8
2727,333000,654000,2015,120000,26.6
2728,285000,486000,2015,57000,22.74
2729,580000,1313000,2015,72000,21.27
2730,395000,725000,2013,40000,20.51
2731,280000,1289000,2009,80000,15.0
2732,550000,736000,2019,20000,18.9
2733,525000,1394000,2013,94000,22.7
2734,211000,972000,2010,82000,20.0
2735,680000,883000,2018,5000,18.16
2736,685000,1320000,2017,38966,17.0
2737,650000,972000,2018,50000,25.83
2738,900000,1632000,2018,30000,17.0
2739,1675000,2913000,2016,92571,13.68
2740,300000,1682000,2009,100000,17.0
2741,565000,738000,2019,14500,18.9
2742,520000,791000,2018,41000,23.84
2743,850000,1703000,2018,25000,16.55
2744,1044999,1661000,2018,5557,17.0
2745,500000,1034000,2016,50000,18.0
2746,450000,667000,2018,40000,21.63
2747,567000,851000,2017,19300,18.16
2748,284000,653000,2015,74675,25.17
2749,1050000,2088000,2016,36503,13.0
2750,349000,511000,2015,58500,15.37
2751,690000,1347000,2017,38120,18.6
2752,725000,1048000,2018,11410,21.4
2753,451000,657000,2018,48000,23.1
2754,1050000,2274000,2015,65000,15.1
2755,375000,725000,2013,61000,18.9
2756,450000,1686000,2011,73000,17.0
2757,735000,1347000,2017,12290,18.6
2758,950000,1994000,2019,70000,9.0
2759,385000,715000,2016,33949,18.9
2760,375000,729000,2015,40000,18.9
2761,400000,1304000,2014,49860,18.6
2762,795000,1394000,2018,74000,23.0
2763,450000,665000,2016,50000,23.1
2764,650000,1347000,2018,68729,18.6
2765,600000,1348000,2015,110000,22.77
2766,250000,457000,2017,60000,24.7
2767,600000,1154000,2017,8048,18.7
2768,275000,735000,2012,61000,18.9
2769,700000,1167000,2017,55000,25.8
2770,400000,832000,2016,25000,18.15
2771,770000,1030000,2019,28366,19.5
2772,500000,737000,2016,27735,18.9
2773,425000,738000,2015,37000,18.9
2774,250000,1601000,2009,110000,13.9
2775,375000,599000,2019,10000,25.17
2776,175000,725000,2006,65000,18.9
2777,214000,716000,2010,40000,18.9
2778,450000,722000,2016,33000,18.9
2779,560000,1144000,2018,14510,18.78
2780,600000,1779000,2014,50000,22.32
2781,630000,1198000,2016,10000,17.5
2782,690000,1013000,2019,15000,21.21
2783,425000,725000,2017,15000,20.51
2784,600000,1183000,2017,60000,25.8
2785,540000,1085000,2016,18000,18.7
2786,550000,1048000,2016,28582,21.4
2787,325000,972000,2013,65000,20.0
2788,495000,748000,2014,56000,18.9
2789,275000,722000,2014,89800,20.36
2790,545000,1229000,2015,70000,22.54
2791,1500000,2073999,2018,40000,20.5
2792,220000,725000,2009,82149,21.79
2793,990000,2045000,2018,5000,21.38
2794,1780000,2913000,2017,80000,13.68
2795,320000,809000,2016,52000,19.44
2796,950000,1682000,2016,30000,17.8
2797,220000,467000,2012,66000,22.74
2798,623000,1003999,2017,40000,22.0
2799,434999,613000,2018,6000,22.0
2800,525000,1024000,2014,40000,23.26
2801,350000,1952000,2008,154000,10.5
2802,465000,735000,2017,39612,21.79
2803,370000,1148000,2014,110000,25.8
2804,275000,737000,2010,90000,20.36
2805,360000,735000,2015,41586,21.79
2806,450000,1026000,2016,70000,21.4
2807,200000,925000,2012,190000,20.0
2808,275000,646000,2016,25000,25.17
2809,400000,1146000,2013,100000,25.8
2810,650000,1013000,2018,15000,21.21
2811,530000,1383000,2015,65000,18.6
2812,235000,943000,2010,170000,20.0
2813,450000,715000,2016,29000,20.51
2814,551000,1055000,2015,58480,15.96
2815,350000,782000,2017,30000,23.84
2816,400000,722000,2015,70000,18.9
2817,345000,1300000,2010,60000,17.0
2818,1695000,2913000,2016,86000,13.68
2819,800000,1500000,2019,24000,21.5
2820,605000,1048000,2017,55087,21.01
2821,330000,1811000,2009,121725,16.8
2822,365000,996000,2011,70000,13.6
2823,850000,2125000,2015,90000,19.67
2824,114999,716000,2008,173000,18.9
2825,600000,869999,2018,15000,20.3
2826,500000,2472000,2012,70000,14.8
2827,950000,1394000,2018,40000,23.0
2828,730000,1748000,2016,81000,17.4
2829,996000,2046000,2018,35000,22.1
2830,725000,2341000,2014,80594,15.1
2831,910000,1101000,2019,14000,19.56
2832,775000,1024000,2019,22000,21.21
2833,675000,1714000,2016,53400,17.01
2834,455000,656000,2016,53000,23.1
2835,850000,1978000,2015,120000,17.01
2836,555000,906000,2015,120000,20.4
2837,900000,1739000,2017,35000,26.0
2838,350000,2141000,2010,110000,13.93
2839,300000,735000,2014,80000,20.51
2840,600000,1280000,2015,120000,22.54
2841,750000,1019000,2019,5000,19.5
2842,484999,653000,2018,1973,24.04
2843,650000,2307000,2012,80000,15.1
2844,450000,1811000,2012,88168,22.32
2845,421000,792000,2017,57000,23.84
